Disease,County,Year,Sex,Count,Population,Rate,CI.lower,CI.upper,Unstable,Calculated_Rate,Rate_Diff,Year_Index,Decade
"Botulism, Wound",California,2009,Female,6,18634031,0.032,0.012,0.07,*,0.032199152185589906,0.0001991521855899056,9,2000
"Botulism, Wound",California,2009,Male,12,18445222,0.065,0.034,0.114,*,0.06505749835919568,5.749835919567625e-05,9,2000
"Botulism, Wound",California,2010,Total,16,37311439,0.043,0.025,0.07,*,0.04288229140666486,0.00011770859333513906,10,2010
"Botulism, Wound",California,2010,Female,1,18752748,0.005,0.0,0.03,*,0.005332551794542326,0.00033255179454232554,10,2010
"Botulism, Wound",California,2010,Male,15,18558691,0.081,0.045,0.133,*,0.08082466592067296,0.00017533407932704415,10,2010
"Botulism, Wound",California,2011,Total,9,37572186,0.024,0.011,0.045,*,0.023953889720443735,4.611027955626554e-05,11,2010
"Botulism, Wound",California,2011,Female,2,18881056,0.011,0.001,0.038,*,0.010592627869966596,0.0004073721300334038,11,2010
"Botulism, Wound",California,2011,Male,6,18691131,0.032,0.012,0.07,*,0.03210078619640513,0.00010078619640512682,11,2010
"Botulism, Wound",California,2012,Total,7,37869573,0.018,0.007,0.038,*,0.018484496775287115,0.0004844967752871167,12,2010
"Botulism, Wound",California,2012,Female,1,19028077,0.005,0.0,0.029,*,0.005255391808641515,0.00025539180864151464,12,2010
"Botulism, Wound",California,2012,Male,6,18841496,0.032,0.012,0.069,*,0.031844605120527586,0.0001553948794724147,12,2010
"Botulism, Wound",California,2013,Total,9,38166117,0.024,0.011,0.045,*,0.023581125635599765,0.0004188743644002353,13,2010
"Botulism, Wound",California,2013,Female,0,19177344,0.0,0.0,0.019,-,0.0,0.0,13,2010
"Botulism, Wound",California,2013,Male,9,18988773,0.047,0.022,0.09,*,0.04739642735209905,0.0003964273520990491,13,2010
"Botulism, Wound",California,2014,Total,13,38501494,0.034,0.018,0.058,*,0.033764923511799314,0.00023507648820068894,14,2010
"Botulism, Wound",California,2014,Female,3,19346905,0.016,0.003,0.045,*,0.015506356184619709,0.0004936438153802913,14,2010
"Botulism, Wound",California,2014,Male,10,19154588,0.052,0.025,0.096,*,0.0522068133232623,0.000206813323262299,14,2010
Brucellosis,California,2001,Total,36,34514777,0.104,0.073,0.144, ,0.10430315108221618,0.0003031510822161798,1,2000
Brucellosis,California,2001,Female,20,17340743,0.115,0.07,0.178, ,0.1153353117568261,0.0003353117568260927,1,2000
Brucellosis,California,2001,Male,16,17174034,0.093,0.053,0.151,*,0.09316390080513408,0.000163900805134079,1,2000
Brucellosis,California,2002,Total,29,34940334,0.083,0.056,0.119, ,0.08299863418592392,1.3658140760874904e-06,2,2000
Brucellosis,California,2002,Female,14,17555714,0.08,0.044,0.134,*,0.07974611570910758,0.00025388429089241715,2,2000
Brucellosis,California,2002,Male,15,17384620,0.086,0.048,0.142,*,0.08628316293367357,0.0002831629336735725,2,2000
Brucellosis,California,2003,Total,19,35390986,0.054,0.032,0.084, ,0.05368598659556985,0.00031401340443015097,3,2000
Brucellosis,California,2003,Female,8,17783924,0.045,0.019,0.089,*,0.04498444775180101,1.5552248198991148e-05,3,2000
Brucellosis,California,2003,Male,11,17607062,0.062,0.031,0.112,*,0.062474931933561656,0.0004749319335616564,3,2000
Brucellosis,California,2004,Total,26,35754827,0.073,0.048,0.107, ,0.0727174543453951,0.0002825456546048932,4,2000
Brucellosis,California,2004,Female,16,17969405,0.089,0.051,0.145,*,0.08904023255082737,4.023255082737098e-05,4,2000
Brucellosis,California,2004,Male,10,17785422,0.056,0.027,0.103,*,0.05622582359867537,0.00022582359867536622,4,2000
Brucellosis,California,2005,Total,29,35987637,0.081,0.054,0.116, ,0.08058322917950962,0.00041677082049038083,5,2000
Brucellosis,California,2005,Female,14,18088355,0.077,0.042,0.13,*,0.07739786177350014,0.0003978617735001383,5,2000
Brucellosis,California,2005,Male,15,17899282,0.084,0.047,0.138,*,0.08380224413470887,0.0001977558652911382,5,2000
Brucellosis,California,2006,Total,34,36248870,0.094,0.065,0.131, ,0.09379602729685091,0.00020397270314909122,6,2000
Brucellosis,California,2006,Female,17,18220429,0.093,0.054,0.149,*,0.09330186462678788,0.0003018646267878844,6,2000
Brucellosis,California,2006,Male,17,18028441,0.094,0.055,0.151,*,0.09429545239103038,0.00029545239103037635,6,2000
Brucellosis,California,2007,Total,28,36554575,0.077,0.051,0.111, ,0.07659779931786924,0.00040220068213076,7,2000
Brucellosis,California,2007,Female,14,18373955,0.076,0.042,0.128,*,0.07619480944630593,0.0001948094463059269,7,2000
Brucellosis,California,2007,Male,14,18180620,0.077,0.042,0.129,*,0.07700507463441841,5.074634418414381e-06,7,2000
Brucellosis,California,2008,Total,19,36858270,0.052,0.031,0.08, ,0.051548811162325306,0.0004511888376746917,8,2000
Brucellosis,California,2008,Female,9,18526603,0.049,0.022,0.092,*,0.048578792345256167,0.00042120765474383537,8,2000
Brucellosis,California,2008,Male,10,18331667,0.055,0.026,0.1,*,0.0545504126820545,0.0004495873179454976,8,2000
Brucellosis,California,2009,Total,23,37079253,0.062,0.039,0.093, ,0.06202929708427513,2.9297084275133056e-05,9,2000
Brucellosis,California,2009,Female,9,18634031,0.048,0.022,0.092,*,0.04829872827838485,0.000298728278384848,9,2000
Brucellosis,California,2009,Male,14,18445222,0.076,0.041,0.127,*,0.07590041475239495,9.958524760504683e-05,9,2000
Brucellosis,California,2010,Total,22,37311439,0.059,0.037,0.089, ,0.058963150684164176,3.6849315835821295e-05,10,2010
Brucellosis,California,2010,Female,12,18752748,0.064,0.033,0.112,*,0.0639906215345079,9.378465492107524e-06,10,2010
Brucellosis,California,2010,Male,10,18558691,0.054,0.026,0.099,*,0.05388311061378198,0.00011688938621801787,10,2010
Brucellosis,California,2011,Total,15,37572186,0.04,0.022,0.066,*,0.039923149534072895,7.685046592710576e-05,11,2010
Brucellosis,California,2011,Female,7,18881056,0.037,0.015,0.076,*,0.03707419754488308,7.419754488308117e-05,11,2010
Brucellosis,California,2011,Male,7,18691131,0.037,0.015,0.077,*,0.03745091722913931,0.00045091722913931376,11,2010
Brucellosis,California,2012,Total,38,37869573,0.1,0.071,0.138, ,0.10034441106584432,0.0003444110658443189,12,2010
Brucellosis,California,2012,Female,17,19028077,0.089,0.052,0.143,*,0.08934166074690574,0.0003416607469057392,12,2010
Brucellosis,California,2012,Male,21,18841496,0.111,0.069,0.17, ,0.11145611792184655,0.0004561179218465494,12,2010
Brucellosis,California,2013,Total,22,38166117,0.058,0.036,0.087, ,0.05764275155368831,0.00035724844631169345,13,2010
Brucellosis,California,2013,Female,11,19177344,0.057,0.029,0.103,*,0.05735935070049324,0.00035935070049324114,13,2010
Brucellosis,California,2013,Male,11,18988773,0.058,0.029,0.104,*,0.05792896676367662,7.10332363233826e-05,13,2010
Brucellosis,California,2014,Total,20,38501494,0.052,0.032,0.08, ,0.05194603617199894,5.39638280010607e-05,14,2010
Brucellosis,California,2014,Female,8,19346905,0.041,0.018,0.081,*,0.041350283158985895,0.00035028315898589374,14,2010
Brucellosis,California,2014,Male,12,19154588,0.063,0.032,0.109,*,0.06264817598791475,0.00035182401208525005,14,2010
Campylobacteriosis,California,2001,Total,5610,34514777,16.254,15.831,16.685, ,16.25390771031202,9.228968798069559e-05,1,2000
Campylobacteriosis,California,2001,Female,2464,17340743,14.209,13.654,14.782, ,14.209310408440977,0.00031040844097773856,1,2000
Campylobacteriosis,California,2001,Male,3054,17174034,17.783,17.158,18.425, ,17.782659566179966,0.0003404338200354573,1,2000
Campylobacteriosis,California,2002,Total,5681,34940334,16.259,15.839,16.688, ,16.259146234835647,0.00014623483564690787,2,2000
Campylobacteriosis,California,2002,Female,2508,17555714,14.286,13.732,14.856, ,14.285947014174418,5.2985825581330914e-05,2,2000
Campylobacteriosis,California,2002,Male,3099,17384620,17.826,17.204,18.465, ,17.826101462096958,0.00010146209695705011,2,2000
Campylobacteriosis,California,2003,Total,5225,35390986,14.764,14.366,15.169, ,14.763646313781706,0.00035368621829334757,3,2000
Campylobacteriosis,California,2003,Female,2276,17783924,12.798,12.278,13.335, ,12.798075385387387,7.538538738671718e-05,3,2000
Campylobacteriosis,California,2003,Male,2856,17607062,16.221,15.631,16.827, ,16.22076414565928,0.00023585434071904388,3,2000
Campylobacteriosis,California,2004,Total,5082,35754827,14.213,13.825,14.61, ,14.213465499357612,0.00046549935761319716,4,2000
Campylobacteriosis,California,2004,Female,2211,17969405,12.304,11.797,12.828, ,12.304247135617457,0.0002471356174567063,4,2000
Campylobacteriosis,California,2004,Male,2770,17785422,15.575,15.0,16.166, ,15.574553136833076,0.000446863166922995,4,2000
Campylobacteriosis,California,2005,Total,4735,35987637,13.157,12.785,13.537, ,13.157296212585452,0.0002962125854519826,5,2000
Campylobacteriosis,California,2005,Female,2086,18088355,11.532,11.043,12.038, ,11.53228140425152,0.00028140425152045623,5,2000
Campylobacteriosis,California,2005,Male,2553,17899282,14.263,13.715,14.827, ,14.263141951727448,0.00014195172744813078,5,2000
Campylobacteriosis,California,2006,Total,4631,36248870,12.776,12.41,13.149, ,12.775570659168134,0.00042934083186629834,6,2000
Campylobacteriosis,California,2006,Female,2070,18220429,11.361,10.877,11.861, ,11.360874104555936,0.00012589544406438335,6,2000
Campylobacteriosis,California,2006,Male,2467,18028441,13.684,13.149,14.235, ,13.683934179333642,6.582066635729689e-05,6,2000
Campylobacteriosis,California,2007,Total,5186,36554575,14.187,13.804,14.578, ,14.187006687945352,6.687945353078817e-06,7,2000
Campylobacteriosis,California,2007,Female,2353,18373955,12.806,12.294,13.334, ,12.806170473368418,0.0001704733684189108,7,2000
Campylobacteriosis,California,2007,Male,2742,18180620,15.082,14.523,15.657, ,15.081993903398233,6.096601767424659e-06,7,2000
Campylobacteriosis,California,2008,Total,5461,36858270,14.816,14.426,15.214, ,14.816213566182027,0.00021356618202617028,8,2000
Campylobacteriosis,California,2008,Female,2522,18526603,13.613,13.087,14.155, ,13.61285714385956,0.00014285614043885175,8,2000
Campylobacteriosis,California,2008,Male,2914,18331667,15.896,15.324,16.484, ,15.89599025555068,9.744449320336912e-06,8,2000
Campylobacteriosis,California,2009,Total,5887,37079253,15.877,15.474,16.288, ,15.876803127614247,0.00019687238575372135,9,2000
Campylobacteriosis,California,2009,Female,2639,18634031,14.162,13.627,14.713, ,14.162260436295293,0.00026043629529226564,9,2000
Campylobacteriosis,California,2009,Male,3121,18445222,16.92,16.332,17.525, ,16.920371031587475,0.0003710315874734249,9,2000
Campylobacteriosis,California,2010,Total,6651,37311439,17.826,17.4,18.259, ,17.825632509107997,0.0003674908920032749,10,2010
Campylobacteriosis,California,2010,Female,3060,18752748,16.318,15.745,16.906, ,16.317608491299517,0.0003915087004848772,10,2010
Campylobacteriosis,California,2010,Male,3519,18558691,18.961,18.34,19.598, ,18.961466624989875,0.0004666249898761521,10,2010
Campylobacteriosis,California,2011,Total,6761,37572186,17.995,17.568,18.429, ,17.99469426665779,0.00030573334221273285,11,2010
Campylobacteriosis,California,2011,Female,3068,18881056,16.249,15.679,16.834, ,16.249091152528756,9.11525287570214e-05,11,2010
Campylobacteriosis,California,2011,Male,3629,18691131,19.416,18.789,20.058, ,19.41562551779237,0.00037448220762925644,11,2010
Campylobacteriosis,California,2012,Total,8047,37869573,21.249,20.788,21.719, ,21.249249364390774,0.0002493643907754972,12,2010
Campylobacteriosis,California,2012,Female,3739,19028077,19.65,19.025,20.29, ,19.649909972510624,9.002748937447791e-05,12,2010
Campylobacteriosis,California,2012,Male,4249,18841496,22.551,21.878,23.24, ,22.551287859520283,0.00028785952028442807,12,2010
Campylobacteriosis,California,2013,Total,7704,38166117,20.185,19.737,20.641, ,20.185443544073397,0.0004435440733985274,13,2010
Campylobacteriosis,California,2013,Female,3426,19177344,17.865,17.272,18.473, ,17.86483049998999,0.00016950001000992643,13,2010
Campylobacteriosis,California,2013,Male,4078,18988773,21.476,20.822,22.145, ,21.47584786020666,0.00015213979333950078,13,2010
Campylobacteriosis,California,2014,Total,7919,38501494,20.568,20.118,21.026, ,20.56803302230298,3.3022302979190954e-05,14,2010
Campylobacteriosis,California,2014,Female,3476,19346905,17.967,17.374,18.574, ,17.966698032579373,0.000301967420625715,14,2010
Campylobacteriosis,California,2014,Male,4171,19154588,21.775,21.12,22.446, ,21.7754618371327,0.0004618371327005377,14,2010
Chlamydia,California,2001,Total,101590,34514777,294.338,292.533,296.151, ,294.3376977345095,0.00030226549051803886,1,2000
Chlamydia,California,2001,Female,75941,17340743,437.934,434.831,441.053, ,437.93394550625663,5.449374339150381e-05,1,2000
Chlamydia,California,2001,Male,24885,17174034,144.899,143.105,146.709, ,144.8989794709851,2.052901490401382e-05,1,2000
Chlamydia,California,2002,Total,110759,34940334,316.995,315.133,318.864, ,316.9946801309913,0.00031986900870606405,2,2000
Chlamydia,California,2002,Female,81583,17555714,464.709,461.533,467.902, ,464.7090969925803,9.699258032469515e-05,2,2000
Chlamydia,California,2002,Male,28521,17384620,164.059,162.162,165.972, ,164.0588060020869,0.0001939979131009295,2,2000
Chlamydia,California,2003,Total,116385,35390986,328.855,326.971,330.747, ,328.85492368028406,7.631971595856157e-05,3,2000
Chlamydia,California,2003,Female,85153,17783924,478.82,475.617,482.039, ,478.8200849261389,8.492613892485679e-05,3,2000
Chlamydia,California,2003,Male,31007,17607062,176.105,174.152,178.075, ,176.10547404217695,0.0004740421769611203,3,2000
Chlamydia,California,2004,Total,123439,35754827,345.237,343.317,347.165, ,345.23730180543174,0.00030180543171809404,4,2000
Chlamydia,California,2004,Female,89438,17969405,497.724,494.475,500.988, ,497.7237699300561,0.000230069943881972,4,2000
Chlamydia,California,2004,Male,33652,17785422,189.211,187.197,191.242, ,189.21114157426234,0.00014157426232941361,4,2000
Chlamydia,California,2005,Total,129177,35987637,358.948,356.997,360.908, ,358.9482688179832,0.00026881798322619943,5,2000
Chlamydia,California,2005,Female,92362,18088355,510.616,507.336,513.911, ,510.61580779457285,0.00019220542714037947,5,2000
Chlamydia,California,2005,Male,36227,17899282,202.394,200.317,204.487, ,202.3935932178732,0.0004067821268165517,5,2000
Chlamydia,California,2006,Total,136481,36248870,376.511,374.52,378.51, ,376.5110471029856,4.7102985547553544e-05,6,2000
Chlamydia,California,2006,Female,97737,18220429,536.414,533.066,539.779, ,536.4143731193158,0.00037311931578187796,6,2000
Chlamydia,California,2006,Male,38105,18028441,211.36,209.246,213.491, ,211.36048313883603,0.0004831388360173605,6,2000
Chlamydia,California,2007,Total,143014,36554575,391.234,389.213,393.263, ,391.2342025587768,0.00020255877683439394,7,2000
Chlamydia,California,2007,Female,101893,18373955,554.551,551.161,557.957, ,554.5512656366035,0.00026563660344436357,7,2000
Chlamydia,California,2007,Male,40605,18180620,223.342,221.177,225.523, ,223.34221825218282,0.00021825218280469016,7,2000
Chlamydia,California,2008,Total,149255,36858270,404.943,402.895,406.999, ,404.94304263330866,4.263330868070625e-05,8,2000
Chlamydia,California,2008,Female,104556,18526603,564.356,560.95,567.778, ,564.3560236056227,2.360562268677313e-05,8,2000
Chlamydia,California,2008,Male,44163,18331667,240.911,238.672,243.166, ,240.9109875277573,1.2472242701733194e-05,8,2000
Chlamydia,California,2009,Total,147605,37079253,398.08,396.056,400.112, ,398.0797563532362,0.00024364676380628225,9,2000
Chlamydia,California,2009,Female,102008,18634031,547.429,544.083,550.789, ,547.4285193579425,0.0004806420574823278,9,2000
Chlamydia,California,2009,Male,45093,18445222,244.47,242.221,246.734, ,244.46981445926755,0.00018554073244558822,9,2000
Chlamydia,California,2010,Total,155353,37311439,416.368,414.305,418.44, ,416.3682885562253,0.0002885562253140961,10,2010
Chlamydia,California,2010,Female,106391,18752748,567.336,563.941,570.745, ,567.3355179731525,0.0004820268475214107,10,2010
Chlamydia,California,2010,Male,48371,18558691,260.638,258.323,262.968, ,260.6379943499248,5.650075195262616e-06,10,2010
Chlamydia,California,2011,Total,164825,37572186,438.689,436.578,440.807, ,438.68887479690426,0.0001252030957630268,11,2010
Chlamydia,California,2011,Female,113317,18881056,600.162,596.683,603.657, ,600.1624061705023,0.0004061705022877504,11,2010
Chlamydia,California,2011,Male,51021,18691131,272.969,270.609,275.345, ,272.969035421131,3.54211310309438e-05,11,2010
Chlamydia,California,2012,Total,169780,37869573,448.328,446.203,450.461, ,448.32826607260665,0.0002660726066778807,12,2010
Chlamydia,California,2012,Female,115724,19028077,608.175,604.687,611.678, ,608.1749616632306,3.833676930753427e-05,12,2010
Chlamydia,California,2012,Male,53750,18841496,285.275,282.871,287.693, ,285.2745875380596,0.00041246194035693406,12,2010
Chlamydia,California,2013,Total,168002,38166117,440.186,438.088,442.292, ,440.18625211467014,0.00025211467016106326,13,2010
Chlamydia,California,2013,Female,112860,19177344,588.507,585.088,591.94, ,588.5069381870607,6.181293929330423e-05,13,2010
Chlamydia,California,2013,Male,54926,18988773,289.255,286.845,291.681, ,289.25512986015474,0.0001298601547432554,13,2010
Chlamydia,California,2014,Total,174557,38501494,453.377,451.258,455.504, ,453.3772118037809,0.00021180378087137797,14,2010
Chlamydia,California,2014,Female,114243,19346905,590.498,587.088,593.922, ,590.4975498665032,0.00045013349688360904,14,2010
Chlamydia,California,2014,Male,60034,19154588,313.418,310.92,315.932, ,313.4183831048729,0.0003831048728670794,14,2010
Cholera,California,2001,Total,0,34514777,0.0,0.0,0.011,-,0.0,0.0,1,2000
Cholera,California,2001,Female,0,17340743,0.0,0.0,0.021,-,0.0,0.0,1,2000
Cholera,California,2001,Male,0,17174034,0.0,0.0,0.021,-,0.0,0.0,1,2000
Cholera,California,2002,Total,0,34940334,0.0,0.0,0.011,-,0.0,0.0,2,2000
Cholera,California,2002,Female,0,17555714,0.0,0.0,0.021,-,0.0,0.0,2,2000
Cholera,California,2002,Male,0,17384620,0.0,0.0,0.021,-,0.0,0.0,2,2000
Cholera,California,2003,Total,1,35390986,0.003,0.0,0.016,*,0.002825578241872097,0.00017442175812790303,3,2000
Cholera,California,2003,Female,1,17783924,0.006,0.0,0.031,*,0.005623055968975126,0.0003769440310248742,3,2000
Cholera,California,2003,Male,0,17607062,0.0,0.0,0.021,-,0.0,0.0,3,2000
Cholera,California,2004,Total,1,35754827,0.003,0.0,0.016,*,0.002796825167130581,0.00020317483286941924,4,2000
Cholera,California,2004,Female,1,17969405,0.006,0.0,0.031,*,0.00556501453442671,0.0004349854655732897,4,2000
Cholera,California,2004,Male,0,17785422,0.0,0.0,0.021,-,0.0,0.0,4,2000
Cholera,California,2005,Total,1,35987637,0.003,0.0,0.015,*,0.0027787320406727455,0.0002212679593272546,5,2000
Cholera,California,2005,Female,0,18088355,0.0,0.0,0.02,-,0.0,0.0,5,2000
Cholera,California,2005,Male,1,17899282,0.006,0.0,0.031,*,0.005586816275647258,0.000413183724352742,5,2000
Cholera,California,2006,Total,1,36248870,0.003,0.0,0.015,*,0.002758706685201497,0.00024129331479850287,6,2000
Cholera,California,2006,Female,1,18220429,0.005,0.0,0.031,*,0.005488344978046346,0.0004883449780463461,6,2000
Cholera,California,2006,Male,0,18028441,0.0,0.0,0.02,-,0.0,0.0,6,2000
Cholera,California,2007,Total,1,36554575,0.003,0.0,0.015,*,0.002735635689923901,0.0002643643100760989,7,2000
Cholera,California,2007,Female,1,18373955,0.005,0.0,0.03,*,0.005442486389021852,0.0004424863890218518,7,2000
Cholera,California,2007,Male,0,18180620,0.0,0.0,0.02,-,0.0,0.0,7,2000
Cholera,California,2008,Total,0,36858270,0.0,0.0,0.01,-,0.0,0.0,8,2000
Cholera,California,2008,Female,0,18526603,0.0,0.0,0.02,-,0.0,0.0,8,2000
Cholera,California,2008,Male,0,18331667,0.0,0.0,0.02,-,0.0,0.0,8,2000
Cholera,California,2009,Total,2,37079253,0.005,0.001,0.019,*,0.005393851920371751,0.0003938519203717508,9,2000
Cholera,California,2009,Female,0,18634031,0.0,0.0,0.02,-,0.0,0.0,9,2000
